ChamberNo,LoadDateJalali,LoadTime,LoadOperatorCode_FK,ProductCode_FK,UnloadDateJalali,UnloadTime,LoadOperatorCode_FK.1,loadFingerCount
29,1404-08-03,10:00:00,4,91000000,1404-08-08,7:30:00,4,8
1,1404-08-03,11:20:00,4,91000000,1404-08-08,10:35:00,4,8
16,1404-08-03,12:30:00,4,91000000,1404-08-10,12:10:00,4,8
12,1404-08-03,13:40:00,4,91000000,1404-08-10,6:00:00,4,8
7,1404-08-04,13:40:00,4,91000000,1404-08-11,7:35:00,4,8
3,1404-08-04,7:45:00,4,91000000,1404-08-10,8:40:00,4,8
14,1404-08-04,9:00:00,4,91000000,1404-08-10,10:30:00,4,8
19,1404-08-04,10:50:00,4,91000000,1404-08-10,11:45:00,4,8
23,1404-08-04,13:10:00,4,91000000,1404-08-11,6:00:00,4,8
6,1404-08-05,8:00:00,4,91000000,1404-08-11,11:10:00,4,8
4,1404-08-05,10:00:00,4,91000000,1404-08-26,6:00:00,4,8
31,1404-08-05,11:10:00,4,91000000,1404-08-11,7:30:00,4,8
26,1404-08-05,12:20:00,4,91000000,1404-08-13,9:00:00,4,8
24,1404-08-05,13:30:00,4,91000000,1404-08-13,10:20:00,4,8
28,1404-08-06,11:00:00,4,91000000,1404-08-13,7:30:00,4,8
15,1404-08-06,12:30:00,4,91000000,1404-08-13,9:40:00,4,8
13,1404-08-06,13:30:00,4,91000000,1404-08-13,10:30:00,4,8
21,1404-08-07,7:40:00,4,91000000,1404-08-13,6:00:00,4,8
9,1404-08-07,10:15:00,4,91000000,1404-08-13,6:00:00,4,8
25,1404-08-07,11:40:00,4,91000000,1404-08-13,6:45:00,4,8
11,1404-08-07,13:10:00,4,91000000,1404-08-13,8:00:00,4,8
1,1404-08-08,7:50:00,4,91000000,1404-08-13,10:00:00,4,8
20,1404-08-08,9:45:00,4,91000000,1404-08-14,11:10:00,4,8
29,1404-08-08,10:50:00,4,91000000,1404-08-14,14:00:00,4,8
16,1404-08-08,12:10:00,4,91000000,1404-08-14,14:40:00,4,8
12,1404-08-08,13:30:00,4,91000000,1404-08-14,16:10:00,4,8
7,1404-08-10,8:00:00,4,91000000,1404-08-15,17:20:00,4,8
3,1404-08-10,10:00:00,4,91000000,1404-08-15,18:40:00,4,8
14,1404-08-10,11:30:00,4,91000000,1404-08-15,6:00:00,4,8
23,1404-08-10,12:40:00,4,91000000,1404-08-15,6:50:00,4,8
31,1404-08-10,13:30:00,4,91000000,1404-08-17,8:00:00,4,8
26,1404-08-11,7:50:00,4,91000000,1404-08-17,9:30:00,4,8
24,1404-08-11,9:00:00,4,91000000,1404-08-17,6:00:00,4,8
6,1404-08-11,11:00:00,4,91000000,1404-08-18,7:00:00,4,8
4,1404-08-11,12:20:00,4,91000000,1404-08-18,8:20:00,4,8
28,1404-08-11,13:30:00,4,91000000,1404-08-18,10:00:00,4,8
15,1404-08-12,8:20:00,4,91000000,1404-08-18,7:00:00,4,8
13,1404-08-12,10:30:00,4,91000000,1404-08-18,9:40:00,4,8
21,1404-08-12,12:50:00,4,91000000,1404-08-19,7:35:00,4,8
8,1404-08-13,7:45:00,4,91000000,1404-08-19,6:00:00,4,8
17,1404-08-13,9:40:00,4,91000000,1404-08-19,6:35:00,4,8
30,1404-08-13,10:50:00,4,91000000,1404-08-20,8:00:00,4,8
9,1404-08-13,12:15:00,4,91000000,1404-08-20,9:50:00,4,8
25,1404-08-13,13:30:00,4,91000000,1404-08-20,11:10:00,4,8
11,1404-08-13,15:30:00,4,91000000,1404-08-20,6:00:00,4,8
1,1404-08-13,16:40:00,4,91000000,1404-08-20,6:50:00,4,8
20,1404-08-13,18:00:00,4,91000000,1404-08-21,9:30:00,4,8
29,1404-08-13,19:50:00,4,91000000,1404-08-21,6:50:00,4,8
16,1404-08-13,21:20:00,4,91000000,1404-08-21,7:20:00,4,8
12,1404-08-14,7:40:00,4,91000000,1404-08-22,9:30:00,4,8
3,1404-08-14,9:00:00,4,91000000,1404-08-22,10:50:00,4,8
7,1404-08-14,10:40:00,4,91000000,1404-08-22,12:00:00,4,8
14,1404-08-14,12:00:00,4,91000000,1404-08-22,6:35:00,4,8
23,1404-08-14,13:10:00,4,91000000,1404-08-22,7:50:00,4,8
5,1404-08-15,7:30:00,4,91000000,1404-08-24,10:30:00,4,8
31,1404-08-15,8:50:00,4,91000000,1404-08-24,6:00:00,4,8
26,1404-08-15,10:30:00,4,91000000,1404-08-24,6:15:00,4,8
19,1404-08-15,11:40:00,4,91000000,1404-08-24,7:50:00,4,8
24,1404-08-15,13:00:00,4,91000000,1404-08-25,9:30:00,4,8
28,1404-08-17,8:40:00,4,91000000,1404-08-25,10:45:00,4,8
6,1404-08-17,10:40:00,4,91000000,1404-08-25,6:00:00,4,8
4,1404-08-17,11:50:00,4,91000000,1404-08-25,7:00:00,4,8
22,1404-08-18,7:45:00,4,91000000,1404-08-25,8:20:00,4,8
15,1404-08-18,9:40:00,4,91000000,1404-08-26,10:20:00,4,8
13,1404-08-18,10:50:00,4,91000000,1404-08-26,6:00:00,4,8
21,1404-08-18,12:00:00,4,91000000,1404-08-26,8:30:00,4,8
8,1404-08-18,13:10:00,4,91000000,1404-08-27,7:00:00,4,8
17,1404-08-19,7:40:00,4,91000000,1404-08-27,10:00:00,4,8
9,1404-08-19,10:00:00,4,91000000,1404-08-27,11:20:00,4,8
30,1404-08-19,11:20:00,4,91000000,1404-08-27,8:10:00,4,8
11,1404-08-20,8:30:00,4,91000000,1404-08-27,9:00:00,4,8
25,1404-08-20,10:30:00,4,91000000,1404-08-28,10:30:00,4,8
20,1404-08-20,11:45:00,4,91000000,1404-08-28,6:00:00,4,8
29,1404-08-20,13:00:00,4,91000000,1404-08-28,7:00:00,4,8
3,1404-08-21,7:35:00,4,91000000,1404-08-28,8:20:00,4,8
16,1404-08-21,10:00:00,4,91000000,1404-08-29,9:40:00,4,8
12,1404-08-21,11:50:00,4,91000000,1404-08-29,11:10:00,4,8
7,1404-08-21,13:10:00,4,91000000,1404-08-29,6:00:00,4,8
14,1404-08-22,7:40:00,4,91000000,1404-08-29,7:00:00,4,8
23,1404-08-22,9:00:00,4,91000000,1404-09-01,8:10:00,4,8
5,1404-08-22,10:45:00,4,91000000,1404-09-01,10:00:00,4,8
31,1404-08-22,12:00:00,4,91000000,1404-09-01,6:00:00,4,8
26,1404-08-22,13:30:00,4,91000000,1404-09-01,6:50:00,4,8
19,1404-08-24,8:00:00,4,91000000,1404-09-01,8:30:00,4,8
24,1404-08-24,10:00:00,4,91000000,1404-09-01,10:00:00,4,8
28,1404-08-24,11:10:00,4,91000000,1404-09-02,6:00:00,4,8
6,1404-08-24,12:20:00,4,91000000,1404-09-02,6:10:00,4,8
22,1404-08-25,7:40:00,4,91000000,1404-09-02,7:10:00,4,8
4,1404-08-25,9:00:00,4,91000000,1404-09-04,8:35:00,4,8
15,1404-08-25,10:30:00,4,91000000,1404-09-04,10:25:00,4,8
13,1404-08-25,12:00:00,4,91000000,1404-09-04,11:40:00,4,8
8,1404-08-25,13:20:00,4,91000000,1404-09-04,6:00:00,4,8
21,1404-08-26,10:20:00,4,91000000,1404-09-04,9:50:00,4,8
17,1404-08-26,11:40:00,4,91000000,1404-09-04,8:10:00,4,8
30,1404-08-26,13:00:00,4,91000000,1404-09-05,6:00:00,4,8
11,1404-08-27,7:30:00,4,91000000,1404-09-05,6:30:00,4,8
25,1404-08-27,9:00:00,4,91000000,1404-09-05,7:50:00,4,8
9,1404-08-27,10:40:00,4,91000000,1404-09-05,9:30:00,4,8
20,1404-08-27,12:00:00,4,91000000,1404-09-06,10:50:00,4,8
29,1404-08-27,13:20:00,4,91000000,1404-09-06,12:00:00,4,8
3,1404-08-28,7:40:00,4,91000000,,6:00:00,4,8
16,1404-08-28,9:40:00,4,91000000,,7:30:00,4,8
12,1404-08-28,11:30:00,4,91000000,,8:40:00,4,8
7,1404-08-28,12:50:00,4,91000000,,10:50:00,4,8
14,1404-08-29,8:00:00,4,91000000,,0:00:00,4,8
5,1404-08-29,11:00:00,4,91000000,,0:00:00,4,8
